Contact0,Contact1,Contact2,Contact3,Contact4,Contact5,Contact6,Contact7
-0.28453902378422047,-1.0319526887018773,-3.0158772275357064,-0.05827112266776702,-0.4091089703837234,-0.1369014562652513,-0.11460158427547462,-0.07880600721704756
0.0,0.0,0.0,0.0,-2.379549942851967,-1.5989350841503036,0.0,0.0
-0.8312808692298272,-0.1531452418491268,-2.6058789610577913,-0.44041257285369717,-0.7715116705490797,-0.2686854145202924,-0.8769465340827542,-0.16083879744103768
0.0,-3.9899300063626795,-0.018343355030017605,-1.1624683409130752,-0.12310768905845215,0.0,-0.46566364028523655,-0.6987030778441667
-1.4617563542696912,-1.0533912548391573,-0.5364795264632178,-0.555257039398529,-1.1665649287924023,-0.5479124825733521,-0.4555406876174777,-1.1133657929742204
-0.6706816326688232,-0.0011836118781598515,0.0,0.0,-0.7246275541074398,0.0,0.0,0.0
-0.22815035174354925,-1.6685091008731359,-0.7839494416431512,-0.7169269837017742,-0.8076395956750826,-0.6410154292747512,-1.3201167471558009,-0.8026358624813543
-0.35920811337948155,0.0,-1.299279466447829,0.0,0.0,0.0,0.0,0.0
-0.47139655739475206,-0.20079970185778695,-0.03658513813105202,-0.09435758203409605,-1.3648227620501086,-0.8370152281554466,-1.671337561564365,-1.767862903932662
-0.5065518001668874,-0.23542198341101273,-0.28637880366107193,-0.2717957118751304,-0.6746631297908534,0.0,0.0,0.0
-2.588189875514006,-1.2192626630013743,-0.18904391294950162,-0.3871505310725585,-0.3927213725225105,-1.469649121619284,-0.08840836352479986,-0.12903160765056043
0.0,0.0,-1.2202553554336717,-0.9538879918281458,-0.6459180204184563,0.0,0.0,-0.1910179915686987
-1.2728725146254662,-0.9244310577332655,-0.15788840193353604,-1.1802214806327704,-0.5911058307449748,-0.0444521157084905,-1.1539979371201046,-1.329198619726803
0.0,-0.004494942231753285,0.0,-0.16716642595739017,0.0,0.0,-1.2921005282656708,-0.32812541467377265
-0.8423269150871189,-0.7758054337286193,-0.5712371663907385,-1.4995867032077994,-0.13503771240033213,-0.2213341718159496,-0.36139757024871066,-1.614675364813193
-2.502998505293956,-0.32907361419128467,-0.01365564522369489,0.0,-0.224941797505827,-0.7781926101910592,-0.4292411062581243,-1.118927360843589
-2.244199338964502,-0.7466395437581808,-0.4567882883325822,-0.32754529995012316,-0.46840374751270275,-0.2517967746114316,-0.4429990123432548,-0.9757271124280775
0.0,-1.943106910182725,0.0,0.0,-0.653487470381708,0.0,-2.1049970870601147,-1.6495078274158654
-1.9939022041943755,-0.010320800986046486,-1.5291211971684504,-0.2543821657104779,-1.8303731653431763,-0.08767538196941604,-0.3537039515733422,-0.8534853661134001
-1.4179826817523544,-0.2858611407661549,-1.2101391830804609,0.0,-0.5026944988418123,-0.865422944415748,-1.115251344246727,-0.05321414360632115
-0.7237427131363701,-0.320555106559941,-0.866825839453087,-0.1141317948261209,-1.1690074479048187,-2.317330751699803,-0.2714818585236918,-1.158461398112383
0.0,0.0,0.0,-0.17789341349705445,-0.2571713092301309,0.0,-1.6280406406143486,0.0
-0.21493702302067774,-0.516117753418369,-0.3295808338215984,-0.2886720201140083,-0.20402852364964996,-0.6494945061548769,-0.4838402722176962,-1.9508827720534336
0.0,0.0,-1.132586786368785,-0.16686952967038327,0.0,0.0,0.0,-0.06743037182356648
-0.19389464775726406,-0.7110900682659826,-0.3533075277482727,-2.6460668949600246,-0.05005492545911849,-0.1982456638257526,-0.06351994695631813,-1.1934827294731232
-0.14667589734238273,0.0,0.0,-1.0108440204901283,0.0,-0.20635218087981677,0.0,0.0
-0.41733372872131014,-1.8805245083531261,-0.9112174729138314,-0.09527813789889539,-2.384663495112476,-0.16892885402237034,-0.7495478671717137,-0.27353903129247303
-0.06152353989906878,-1.7255502499457638,-3.0020673573441474,0.0,-0.4277345927158205,-0.14359430747104174,0.0,-0.19155324182555855
-1.694806771869608,-1.4041455804501641,-0.6018356191829088,-0.19841988219075546,-0.5209805082853602,-0.6816581252756739,-1.4884438788313954,-0.16583644352166615
0.0,-1.4388619107080611,0.0,-0.39337799301807763,-0.9669743615514044,0.0,-1.466677549019714,-1.33251972037253
-0.010918313865262874,-0.14502021998021686,-0.8591963616990954,-0.3553488009267305,-0.6226809688766668,-0.5514334941623336,-1.5225642631733738,-0.20978720368121273
0.0,0.0,-0.5717524594176444,-1.6013569882401608,-0.8762952601014673,0.0,0.0,0.0
-0.5289990842079382,-0.5737251825889196,-0.13394862348540393,-1.2328394579134567,-1.5541372904630855,-1.1948516681561694,-0.40754815568260483,-1.1245489685158363
-0.532942988344379,-2.2864679903088634,0.0,-0.8872850064107451,-0.8289871735041876,-1.2258453276941141,-0.00863221486166399,-0.7462693348197345
-0.7353068668550291,-1.6151726734080425,-0.7536080965732088,-0.4165980796809645,-0.043837997661143824,-2.971559310228926,-0.026199480929440355,-0.05894716443712156
0.0,0.0,-0.3954792541544023,-1.8069208407673782,0.0,0.0,0.0,0.0
-0.11564159052858791,-1.780336498337368,-0.4681168519768484,-0.05716088905544492,-0.8781387225253328,-0.854242285334867,-1.9748067771019082,-0.6589015594344794
-0.43505487452620883,-1.9088698757015754,-0.4505462307880652,0.0,0.0,-0.5481701462758481,0.0,-0.4163996771307179
-0.1472227412747884,-0.06864228266938444,-0.2773956157302768,-1.2866199678488819,-2.330817768172219,-0.2666467695554289,-0.8729218323135832,-0.12690640323104496
-2.883483432443633,0.0,-0.6779711628806364,0.0,0.0,-0.078161150081975,0.0,0.0
-0.7194512626744505,-1.4727715634903165,-0.6144697453856534,-1.3602741871592992,-0.011911353259025148,-1.7189090615840277,-0.786964428333726,-0.07006962406583472
0.0,0.0,-0.2096644938182708,0.0,-0.2358556989885452,-0.9392141409126333,0.0,-0.9216511870749606
-1.6795374217689467,-0.5210950213407504,-0.18268436676619348,-1.4189842254608322,-0.12691769143556364,-1.1852220602962493,-0.6769213754983454,-0.29609274212253744
0.0,-0.12625159702343947,-0.2598891412966955,-2.4470102899458315,-0.7789049626267559,0.0,-0.6421539083109398,-0.22331686057351074
-0.2965598862019361,-1.1889887790953386,-1.0056563353821302,-0.558750569344534,-0.2259553577409843,-1.7348165286729387,-0.618170250710822,-0.3367832878265835
0.0,-0.8431386530097722,0.0,-0.6899520783731106,-1.1004805912068587,-0.0626796632808535,0.0,-0.20628286462170387
-0.4080146308203094,-1.2266999531456158,-0.5410266967769015,-0.6391585548647933,-1.0322123358494322,-0.5383764532690742,-1.4387642863020398,-0.320912369547659
-0.1287267451316998,0.0,0.0,0.0,-0.8340338144818666,0.0,-0.10509951479114754,-1.4864958414752119
-1.7662453693010596,-0.060908660830055084,-0.012045243420041096,-0.03462873333936223,-0.3199555415394775,-0.2264643466322891,-2.703821067063945,-0.04575225053822862
-2.2708540720229884,-1.761888983110298,0.0,-1.1026888988544847,-0.8597156654731641,0.0,-0.0003671535025020489,-0.3807942251224983
-0.7395883945220367,-0.2991980154157243,-0.9668465119279182,-1.4178465467289811,-0.6401577192232732,-0.9287821234362337,-0.2516208507932127,-0.2966360478504386
-1.5317296305163044,-0.10964026129802118,0.0,0.0,0.0,-0.16208190461639393,0.0,-0.10501733684426551
-0.0962217163918444,-0.08346077695137577,-2.2054354640549034,-2.3853168045257576,-0.9018692674148463,-0.5574339223285909,-0.13852590561681666,-0.2253206837256565
-1.410030088203781,0.0,-0.1676397587610241,-0.47756971204746534,-2.354619578895054,-0.32486201935152614,-0.09025442222442948,0.0
-2.962073940367799,-0.0020240844718175666,-0.7940982253094724,-0.0661646488144676,-1.177516695332332,-0.4457232146333112,-0.219321748708599,-0.8511902216798681
0.0,-1.5914423068790446,-0.6508467686571917,0.0,-0.7340934041123139,0.0,-0.014124718206707243,-0.0025272260934565693
-0.45353003558822014,-0.05548379642741352,-1.3361594917278765,-0.7251808478818385,-3.186927378514224,-0.390209759225006,-0.018700232076168888,-0.22195953269907953
0.0,-0.9406785431287714,0.0,0.0,-0.10002214612205673,0.0,0.0,0.0
-1.2392358745305874,-0.5026886019542269,-0.011706065502219865,-0.3583794294854519,-0.9349426499266249,-1.3715493617134467,-0.5162976540793558,-1.1726983228480146
0.0,0.0,0.0,-1.313574953605456,0.0,-0.24508021828580695,0.0,-1.046887062529441
-1.34658004948656,-0.02748249593174812,-0.6738750714489914,-1.3799650234664531,-0.1921694220841994,-0.12111358124478144,-0.6241057434949031,-0.0865803956965614
0.0,0.0,0.0,0.0,0.0,0.0,-3.193597722422821,-0.3414860553735908
-0.5628819606101843,-0.6613699573462144,-3.228449209485756,-0.08513138504104134,-0.5659079388161201,-0.08889892264813426,-1.00141201212407,-0.5527431984488507
-0.15620733431804812,0.0,0.0,0.0,-1.1666750860671762,0.0,-1.8686833571375416,0.0
-0.006751875087613435,-1.517134438941997,-0.141802181811725,-0.02932817556036227,-2.5467558723790935,-0.5795885824966494,-0.9618413903791465,-0.7168716134199329
-1.2689703082565948,-0.11115998111206427,-0.8665702319784732,0.0,-0.15372889925429867,-0.061902527294506626,0.0,-0.033421140857042175
-0.43981021495935746,-0.760373381389595,-0.21003556848750904,-1.608790898398901,-1.3456527110099525,-0.7094753256668254,-0.3099214181747305,-1.218299629165223
0.0,-1.0744494288651492,-2.1482494545154243,0.0,-0.8249621210094942,-0.535654248057023,0.0,0.0
-0.20399477855225,-1.308639161834285,-2.4226342521923083,-1.346417714058223,-0.2884058537357683,-0.046726957310007755,-0.3426199609679159,-0.6017705160282132
-0.8153455612575131,0.0,-0.7293951124656628,0.0,0.0,0.0,0.0,0.0
-0.35316674436699014,-0.16993493462376286,-0.9292831029369113,-1.2194640196390143,-0.6370820949130271,-1.51432865384397,-0.28374309240996265,-1.185678802935442
0.0,0.0,-1.7140130814557502,-0.8245439461650852,0.0,-0.01053046032058269,-2.1990476349882693,0.0
-0.64245607313668,-0.43211792704897256,-0.015792641505218086,-0.002108009167767655,-0.34381542127086284,-0.7269912255024522,-0.6608889770826334,-1.832601660091612
-1.6553125138849039,-0.6008412435233437,-0.46715810684424586,-0.10110555339313265,-0.9699035061706578,0.0,-0.6197623540187251,-0.2624650465110143
-2.740995550720669,-0.47034949296434636,-0.3499800673563289,-0.12001341796879483,-0.019503341634144356,-0.10766755832969732,-0.900427135959629,-0.13407539739737828
0.0,-2.8889840515171326,-0.646544294570786,-0.09762734662382222,-0.5783186816156283,-1.5748871263826105,0.0,-0.39322458088964574
-0.3420781471524359,-0.08607823546665916,-0.2077570261470978,-0.11720627300975561,-0.5978681212522865,-1.459588536584227,-1.142639819795364,-0.13990842519936741
0.0,-1.0215290793868732,0.0,-0.34733188960822936,-2.1976655010863233,0.0,0.0,0.0
-0.02626239528859209,-0.469383022398258,-0.6457535506791867,-1.8034844461024555,-0.9763093107709295,-0.12100949495112356,-0.5607698320977832,-1.8084895575648865
-1.7359581643756794,-0.8647935214930342,-0.5892900130022731,-0.06727202897861417,0.0,0.0,-0.17029815568757023,0.0
-0.44467358991497097,-0.370436835850227,-0.5400097066848026,-1.7125344982832011,-1.2224681290144659,-0.2498207605535665,-1.620688683685704,-0.7167651339470167
-0.26735098556239567,-0.4153942928025671,-2.0174108645495155,0.0,0.0,0.0,-0.04498026163987845,-0.2663922429327954
-1.4623230259772972,-0.27494669977777164,-1.7110286583794316,-0.9789546126794946,-1.004167294788549,-0.13866766552165988,-0.6282135025931952,-0.7464579765049537
0.0,-0.27157725427968593,-0.7089654261012166,-1.3605379237632595,0.0,0.0,0.0,-1.6523167617118153
-0.1434895138336918,-0.6312727275403454,-2.3294000246976836,-0.004747728559937769,-1.3713506833048932,-0.05087784381422367,-1.304935131026344,-0.5629077317154145
-0.17076055890108943,-0.07581749214671873,0.0,-0.37184252804644924,0.0,-0.6442942004751355,-0.5034344811489886,-0.5989101297712418
-0.13779447207968065,-0.322210896370283,-0.4080164986379433,-0.2625324474832187,-0.29341715681223146,-0.34420631270687174,-3.246690707283129,-0.0783301753486958
0.0,0.0,-0.3224653071809138,0.0,-1.393169770600731,0.0,-0.9407359477738639,0.0
-1.1131387216600581,-1.5679341383521868,-1.0379713948261156,-0.0670790920319515,-1.3085539104999375,-0.659956821670951,-0.010619023379825343,-0.7160295219825157
-0.462309817765151,-0.1664390181041595,-0.8159986793431582,-0.1302805827106308,0.0,-0.944962462513649,-0.4374687754657103,-2.983158176702111
-0.11417719161262685,-0.2689852609627206,-0.6245917056891948,-0.6809460678314192,-0.7578171595656338,-0.808888508717418,-0.6506746296410357,-1.1241416224735303
-0.2513605896986659,0.0,0.0,0.0,-0.34069063526473453,0.0,-1.1971347324564876,-0.48178175358312725
-1.502341016096575,-0.2466909331477476,-0.27785271740419315,-0.6467439550891978,-0.4746097432026577,-0.6031649938797337,-1.7643803258155213,-0.17640846649115272
0.0,-0.3685189814892107,-1.4061772817897973,-0.8997337040345785,-1.1791381878849405,0.0,-0.4408349257940758,-0.5451618513227725
-1.0780373256099889,-1.1456063022894645,-0.8407626668393844,-0.6038192691212094,-0.29967646660926306,-0.08930630069513068,-1.3426428362678777,-0.9025380813320707
-0.7202070638729046,0.0,-2.380654477437509,0.0,0.0,0.0,0.0,-0.08495870476156142
-2.027186393931167,-0.24738198863965177,-0.7642041202462071,-0.20642340898773437,-0.6651302603551441,-0.13002585357326346,-1.0633485734005728,-1.3219575881272698
0.0,-1.5512896135258956,0.0,0.0,0.0,0.0,0.0,-0.3706155897992751
-0.8253045343056753,-0.7844000207181177,-0.1325033008318286,-0.21467698302138505,-0.8540846601217584,-0.24472384358559474,-1.3152985988387442,-2.34397528856707
-0.5825275609257421,0.0,-0.30460602185980434,-0.49513358353830483,0.0,0.0,0.0,0.0
-0.09364789934952888,-1.229722223035969,-0.8927817730720058,-0.09022276557330677,-0.6508059749070085,-0.20325863906350428,-1.0222399042634676,-0.5732876136230471
-0.27020158639127523,0.0,0.0,0.0,-0.6701478605856215,0.0,0.0,0.0
-0.15749947590039515,-0.4286996656520783,-0.6145735538833064,-0.7550747156032456,-0.5753603464896369,-1.697592152239821,-1.771978666842715,-0.6466985471288647
0.0,-0.44242437153441116,0.0,0.0,0.0,0.0,-1.4458100261902178,-0.6153973289325965
-1.3263836346151452,-0.048568495103643805,-0.6523751459185156,-0.04648132979400543,-0.1074572405528933,-1.3819678454618618,-0.4663888660633848,-2.2464648818672384
0.0,-2.00127798484142,-0.43279759687371744,0.0,0.0,-0.7152687470365047,-0.17711200641995362,-2.868357783205145
-0.22415006359260214,-1.2836883547156388,-1.1941490151880316,-0.3859383490311341,-0.7440405686827942,-1.0186604706155542,-0.44610520320096825,-1.5932099043236372
-0.14768244010565645,0.0,-0.7153247050017795,-1.792745055923894,0.0,-1.6790616394963376,-0.4369597217847838,-0.11192703936509574
-1.8779349863401027,-0.16211074616256127,-0.5964908532992386,-0.8938014625307957,-0.03069807837120564,-0.06121700656205853,-3.080250615830031,-0.013652059242845738
0.0,0.0,0.0,0.0,0.0,-1.8894950603805132,-1.2928808750759728,0.0
-0.793605528577924,-0.21759313974904515,-1.4003956132025817,-0.2616094910076976,-1.617817631404491,-0.4505280770995155,-0.3728062892043251,-1.4034099707124756
-0.053652643376258524,-0.03136839833438554,0.0,-2.0830536201425627,-0.8454810834173676,-0.24366199680319145,0.0,-0.2898698461166145
-0.8640594433846447,-1.0039018067018493,-0.35067981260432113,-0.13487812654261422,-1.318978144175535,-2.361893508574715,-0.2629035042002714,-0.006250793884166939
-0.7907628809739888,0.0,-1.7208470764646915,0.0,-1.021828447514105,-0.7226207230609205,-0.624302375611868,0.0
-0.4556133340919555,-0.1572749945306171,-0.12281115382533425,-0.2750529841149323,-2.1192451785346345,-0.3895408171683714,-1.151058780813826,-2.2552591070599775
-0.3695742647498763,-0.24443146426126905,0.0,0.0,-0.986128110341558,-0.8163998690026872,-0.7551262549025974,-0.1921568863451144
-0.41215781485515457,-0.22429739057109188,-0.39378705447280105,-0.9594682917791051,-0.23591530350156997,-1.4174867319033728,-0.5994410052215997,-1.8742087666107725
0.0,-1.2607158050400615,0.0,-0.04202881920246071,-0.15933490787278526,-3.3155074579913606,-0.32346118940708823,-0.001667422159767895
-0.633805080527436,-0.2714117359289645,-1.5593727366064378,-0.16214177368834992,-0.7953836646254979,-0.906732299689077,-1.8263126310218274,-0.7193164463677286
-0.12997451404396454,-0.6406524819510917,-1.2533751659302004,0.0,-0.3767762146367133,-0.0605537264177034,-0.14952109521788692,0.0
-0.011063373976840651,-0.2722248784964716,-0.3311122548728518,-1.3228638210537609,-0.5610195148455004,-0.9588981917087036,-1.4760016213666356,-1.6796777621562011
-0.23810308764128685,0.0,-0.8285324392619131,0.0,-0.02848409672564234,0.0,-1.0539163108823493,0.0
-0.0653816575556645,-0.4268196416615213,-0.13226633940350396,-0.5995669414569704,-0.03052386489968484,-0.27062267408314256,-1.2229841927509,-3.0715322929259283
-0.5983351986969785,0.0,-1.8104063639184735,-0.6737875423634216,0.0,0.0,-0.3213037000417449,0.0
-0.5987305497536823,-0.7986497494635456,-0.19069532442941028,-0.7933028553655399,-0.1013481297942409,-1.7997565212307656,-1.1962227287897802,-0.12746699347403911
0.0,-0.330136588692155,-0.014325120581365702,-0.9981190578286672,-0.23864087340301054,-1.3419038008095248,-0.43916652970104764,-1.4445754592126745
-0.07133193645612934,-0.5863051499811132,-1.574736417660099,-0.21700479948643547,-0.5220822711736348,-0.3507943425872888,-1.0185915995180759,-0.5268385594073361
-0.435827443159134,-1.3462711981557751,-2.6660550554040476,-0.8598659838538492,-0.2026040376891025,-0.15937759144648034,0.0,0.0
-0.12534768860391132,-2.1704745302135215,-0.1864480740606398,-0.8667980610706039,-0.18611540699792517,-0.9885477038951134,-0.10044968657876296,-1.2834373945131805
-1.3444529750794603,0.0,0.0,-0.6818326467360745,-0.42829371492947477,-1.0825286510955925,0.0,-0.891108414106319
-0.4872958747067191,-1.0985328671582213,-1.2992281290735415,-0.3999806267250685,-0.48508539791033023,-0.9948982030464997,-0.6855804044702634,-1.3500545604142173
0.0,-0.757145577512639,-0.09421397964466216,-0.7316077701796413,-1.171240326384254,-0.4761788378576677,-3.139057730532363,-0.11061401334790766
-1.123417775737101,-0.07183308939817845,-1.2751954704283808,-0.19444088725196984,-0.4132038935784843,-1.8346612365759096,-0.3860826321998303,-1.3714533637286026
0.0,0.0,-1.8202256598691369,-0.6687331320767083,0.0,-0.6958691366120888,-2.1665878902946645,0.0
-1.1997111575019712,-0.6475031185715991,-0.2877910137813142,-0.1712789058495927,-0.6812316794957365,-1.6173405179360953,-0.6151437083105593,-1.2604503793634994
0.0,-0.7928383127286365,0.0,-0.22947075973120334,0.0,0.0,-1.071747462917962,-1.1946462108778997
-1.2951381683468872,-3.168795741352573,-0.010251976384774153,-0.6736724398710363,-0.3971340768868963,-0.16743961823744424,-0.7516361069875135,-0.21553157004562706
-2.755899267061632,-0.0008166183434390462,-0.07738548134304857,-0.5098719648405714,0.0,-1.1880965649937272,0.0,-0.1817593634070045
-0.5623232648719085,-0.7607677396071431,-0.2811172768258663,-1.186254872209826,-1.1064652878585202,-0.9797743498299694,-1.3552657904830143,-0.5979649747752145
-0.508503465491069,0.0,-0.042629783022082535,0.0,-1.1941297483786073,-2.1736192855980176,-0.9489067084707177,0.0
-0.23030470903824263,-0.9972135410896152,-0.07192269759680237,-0.19857920253313033,-1.1524825814326451,-1.9736176295134547,-0.08381760408564354,-1.696010476800411
0.0,-0.0006530743559505225,-2.1174381499170556,-1.3614707596158082,0.0,-0.023244744541900175,-0.5184478849059584,-0.7619869360459193
-0.4175759334004523,-0.7832064527966738,-0.2633814684839706,-0.09455688201208012,-0.20981181916674352,-0.2277078900816658,-0.06761782041506859,-4.3308534349319645
-0.8043424896753226,0.0,0.0,-1.4603418374457586,-0.5749777822881592,-1.0917187540015467,-0.018188341556129473,0.0
-1.3921723711491731,-2.564641842918423,-0.17238552498974435,-1.2040148591346904,-0.4534669418401682,-0.2764076114269285,-0.5041224034483509,-0.1617352909053178
-0.9811413331016183,-1.5543877176662262,-0.03675017950776116,-1.038096188253994,-0.10297930601054262,-0.3477101484357892,0.0,-1.4248569034663445
-1.079781552729818,-0.3593989164664695,-0.1070946844051619,-1.109490075600771,-1.3499954266107048,-1.6867992065029611,-0.7687467640781058,-0.3133087664660721
-0.9068401963520012,-0.005711938144041362,-1.4854157977847002,-0.16898116916896289,-3.1182661076882727,-0.7293875111989934,-0.36072997388450556,0.0
-0.6435704030481011,-1.8157829215200865,-0.3327467213435824,-0.43264439625306395,-0.5955277489520672,-0.23080910711127256,-0.37066555078403773,-0.15524222084924322
0.0,0.0,0.0,0.0,0.0,-0.7963558159300863,0.0,-0.689963328208183
-0.9153315869805949,-0.3894326618268735,-1.4429616713871232,-1.2010287685031313,-0.4433482280986176,-1.140205551269629,-0.3307521946356822,-0.28090090441968396
-1.0694731282647707,-1.21322362365368,0.0,0.0,-1.1874564092855273,-0.1390508006612956,-0.5778270045916853,-0.3628595934889809
-1.3950819817896711,-0.7836744715194301,-0.24984135222697734,-0.8446541943328887,-0.00014137890650722795,-1.0328035307639327,-1.018180421363339,-0.5549317650100374
0.0,0.0,0.0,-0.028585743981865086,0.0,-0.5295909427647238,-0.8691453733864618,-0.16272796814271295
-0.2970056543201993,-0.525028338695174,-1.3270829171969476,-0.18587527088080247,-0.4979993340922073,-0.025723070373272705,-2.9925020435321024,-0.5234561067184709
-0.2713826734417779,-1.740964793392875,-0.13704868796781433,-0.05784427589028773,-1.497608187442685,-0.5155783909913785,0.0,-1.5107098597528195
-0.21963808625869863,-0.45616750588121135,-2.3320929734121254,-2.9222467292312366,-0.03398917085631137,-0.23491911535162568,-0.1966097764356789,-0.23939575383149503
0.0,0.0,0.0,-0.7842105784748155,0.0,-0.7082468319959485,0.0,0.0
-0.8943714203424289,-0.22081538019792912,-0.21091754602351553,-0.03685944342700598,-0.23667129694469935,-1.1608317541999735,-3.0612466873076127,-1.1348129726246023
-0.35145464435998086,-0.12047609463258269,0.0,-1.3620887940101065,-1.539288142845101,-0.0595081720125723,-1.727536648467793,-0.18169772709496002
-0.8077531646107605,-1.5655362514649216,-0.2805255064900347,-0.37264682796538917,-0.6997846668950061,-0.6441522074228132,-1.6301754820615546,-0.3080787969477843
-0.5013287835052331,0.0,-1.1970630410050846,0.0,0.0,-1.3489589595266613,0.0,-0.17277160046852647
-0.7677176160611472,-0.19974562414045582,-0.19859647531043123,-1.7731049200170688,-0.19137254133394865,-1.8438990662342176,-1.3936503004522365,-0.31948381893532396
0.0,-0.49492489111148963,-0.6180512442138886,0.0,0.0,0.0,-0.46460004721018233,-0.3782064344813678
-1.0224200316355203,-1.2382531133891508,-0.14635461844271358,-0.7853389985540051,-0.9145159417072506,-0.22794279968672182,-0.6461848763782445,-0.7007102524879771
-3.439371845946621,0.0,-0.24453085360662552,0.0,-0.12399568611208522,0.0,-0.5275903751757696,-0.47841809630244025
-0.23435178518330702,-0.21000302070397314,-1.272661150152108,-0.24320589045980334,-0.31696730763571157,-1.772815379176774,-0.11560283047288689,-0.8344261693052859
-0.5949947181933268,0.0,-1.2685022951345362,0.0,0.0,0.0,0.0,-0.2857802936670826
-0.7760725746454309,-0.08257494983086922,-1.981328410905233,-0.8877148427953392,-0.9131977370755635,-0.9535540855305245,-0.06001032033131182,-1.1254162584371592
-0.02918690560811843,-0.4703297406320637,-1.5501709986851422,-0.7672674038271925,-0.37686282638789237,-0.7962339600529846,0.0,-1.3620678969054048
-1.197671565520885,-0.04933317368887025,-0.34632582894742114,-0.5286965868005815,-1.5726014029598385,-0.440125348565525,-0.06446367481477111,-0.949275337055302
0.0,-0.6288240021784128,-0.29774745736156927,-1.2994256116270924,-0.15995920199949332,-2.1633021934319023,0.0,0.0
-0.35910669681376906,-0.5908059573450046,-1.793117619290097,-2.0823059911733033,-0.23801491063717428,-0.5692898742209751,-0.798763584593952,-0.37500280368522976
-0.24763635362300906,0.0,-0.916828848931682,-0.3113798795646634,-1.656514573567069,-0.19678782565324493,-1.541771715501996,-0.2943403198718011
